date,temp c,ph,do (mg/l),do (%)
06/01/2015,22.22,7.45,6.68,77.04
06/01/2015,22.18,7.46,6.72,77.49
06/01/2015,22.14,7.44,6.6,76.02
06/01/2015,22.04,7.48,6.86,78.83
06/01/2015,22.02,7.46,6.71,77.13
06/01/2015,21.95,7.48,6.86,78.76
06/01/2015,21.91,7.47,6.81,78.08
06/01/2015,21.86,7.48,6.92,79.32
06/01/2015,21.84,7.45,6.7,76.75
06/01/2015,21.75,7.49,6.97,79.63
06/01/2015,21.66,7.49,7.03,80.17
06/01/2015,21.69,7.49,7.03,80.33
06/01/2015,21.63,7.5,7.06,80.58
06/01/2015,21.64,7.5,7.05,80.45
06/01/2015,21.61,7.48,6.97,79.49
06/01/2015,21.6,7.47,6.92,78.92
06/01/2015,21.57,7.46,6.84,77.97
06/01/2015,21.55,7.47,6.86,78.17
06/01/2015,21.51,7.45,6.76,76.92
06/01/2015,21.45,7.46,6.81,77.39
06/01/2015,21.46,7.44,6.69,76.01
06/01/2015,21.43,7.44,6.66,75.67
06/01/2015,21.37,7.44,6.65,75.51
06/01/2015,21.32,7.42,6.61,74.89
06/01/2015,21.32,7.43,6.64,75.27
06/01/2015,21.3,7.41,6.51,73.73
06/01/2015,21.27,7.42,6.55,74.14
06/01/2015,21.25,7.41,6.54,74
06/01/2015,21.27,7.4,6.43,72.82
06/01/2015,21.23,7.4,6.42,72.68
06/01/2015,21.23,7.4,6.38,72.25
06/01/2015,21.21,7.39,6.35,71.8
06/01/2015,21.18,7.39,6.36,71.89
06/01/2015,21.17,7.38,6.27,70.91
06/01/2015,21.14,7.37,6.2,70.04
06/01/2015,21.08,7.38,6.26,70.66
06/01/2015,21.08,7.38,6.26,70.66
06/01/2015,21.05,7.38,6.23,70.29
06/02/2015,21.02,7.39,6.31,71.08
06/02/2015,21.01,7.38,6.22,70.11
06/02/2015,21.03,7.38,6.27,70.65
05/31/2015,24.31,7.66,7.93,95.24
05/31/2015,24.24,7.65,7.88,94.51
05/31/2015,24.14,7.64,7.83,93.72
05/31/2015,24.07,7.65,7.89,94.25
05/31/2015,24.02,7.65,7.86,93.86
05/31/2015,24.03,7.61,7.71,92.02
05/31/2015,23.97,7.61,7.69,91.69
05/31/2015,23.8,7.64,7.8,92.7
06/02/2015,21.01,7.39,6.3,70.98
06/02/2015,21.01,7.4,6.37,71.73
06/02/2015,20.97,7.4,6.41,72.19
06/02/2015,20.95,7.4,6.4,72
06/02/2015,20.94,7.4,6.37,71.68
06/02/2015,20.93,7.4,6.39,71.94
06/02/2015,20.92,7.4,6.38,71.81
06/02/2015,20.91,7.4,6.37,71.67
06/02/2015,20.88,7.4,6.38,71.74
06/02/2015,20.81,7.4,6.4,71.8
06/02/2015,20.83,7.38,6.26,70.35
06/02/2015,20.82,7.4,6.4,71.87
06/02/2015,20.79,7.4,6.37,71.51
06/02/2015,20.78,7.39,6.29,70.6
06/02/2015,21.02,7.43,6.57,74.06
06/02/2015,21.16,7.42,6.51,73.61
06/02/2015,21.12,7.41,6.47,73.12
06/02/2015,21.08,7.41,6.47,72.98
06/02/2015,21.04,7.41,6.45,72.75
06/02/2015,21.03,7.4,6.42,72.36
06/02/2015,21.04,7.4,6.42,72.41
06/02/2015,21.03,7.4,6.42,72.37
06/02/2015,21.01,7.4,6.42,72.4
06/02/2015,20.97,7.4,6.42,72.28
06/02/2015,20.97,7.4,6.42,72.32
06/02/2015,20.95,7.4,6.4,72.03
06/02/2015,20.93,7.4,6.42,72.18
06/02/2015,20.89,7.4,6.42,72.21
06/02/2015,20.85,7.4,6.45,72.45
06/02/2015,20.84,7.4,6.42,72.11
06/02/2015,20.82,7.4,6.4,71.85
06/02/2015,20.67,7.39,6.39,71.47
06/02/2015,20.66,7.4,6.46,72.24
06/02/2015,20.62,7.41,6.48,72.44
06/02/2015,20.58,7.41,6.5,72.62
06/02/2015,20.58,7.41,6.51,72.7
06/02/2015,20.53,7.41,6.52,72.73
06/02/2015,20.52,7.41,6.51,72.6
06/02/2015,20.48,7.41,6.5,72.49
06/02/2015,20.46,7.41,6.49,72.33
06/02/2015,20.44,7.4,6.39,71.21
06/02/2015,20.42,7.4,6.42,71.51
06/02/2015,20.36,7.4,6.44,71.66
06/02/2015,20.37,7.39,6.35,70.68
06/02/2015,20.37,7.39,6.31,70.19
06/02/2015,20.36,7.37,6.2,68.96
06/02/2015,20.37,7.37,6.13,68.22
06/02/2015,20.35,7.37,6.19,68.81
06/02/2015,20.32,7.39,6.31,70.09
06/02/2015,20.31,7.4,6.41,71.29
06/02/2015,20.29,7.41,6.48,71.98
06/02/2015,20.29,7.4,6.45,71.64
06/02/2015,20.26,7.41,6.52,72.35
06/02/2015,20.26,7.41,6.49,72.05
06/02/2015,20.26,7.41,6.5,72.18
06/02/2015,20.23,7.41,6.5,72.1
06/02/2015,20.24,7.41,6.51,72.2
06/02/2015,20.26,7.41,6.5,72.21
06/02/2015,20.27,7.41,6.49,72.12
06/02/2015,20.27,7.4,6.46,71.72
06/02/2015,20.25,7.38,6.25,69.36
06/02/2015,20.22,7.4,6.4,70.96
06/02/2015,20.23,7.39,6.32,70.18
06/02/2015,20.22,7.39,6.28,69.7
06/02/2015,20.19,7.4,6.4,70.94
06/02/2015,20.19,7.39,6.35,70.36
06/02/2015,20.18,7.4,6.38,70.72
06/02/2015,20.16,7.39,6.3,69.82
06/02/2015,20.15,7.39,6.32,70
06/02/2015,20.13,7.38,6.27,69.44
06/02/2015,20.18,7.39,6.35,70.42
06/02/2015,20.22,7.39,6.41,71.17
06/02/2015,20.24,7.38,6.42,71.22
06/02/2015,20.22,7.38,6.43,71.29
06/02/2015,20.22,7.38,6.4,71.04
06/02/2015,20.2,7.38,6.39,70.89
06/02/2015,20.24,7.37,6.37,70.69
06/02/2015,20.24,7.37,6.34,70.41
06/02/2015,20.26,7.37,6.33,70.31
06/02/2015,20.22,7.37,6.33,70.22
06/02/2015,20.23,7.37,6.31,70.05
06/02/2015,20.22,7.37,6.3,69.88
06/02/2015,20.22,7.36,6.27,69.6
06/02/2015,20.18,7.36,6.27,69.49
06/02/2015,20.18,7.36,6.25,69.23
06/02/2015,20.15,7.36,6.25,69.26
06/02/2015,20.13,7.36,6.25,69.23
06/02/2015,20.12,7.36,6.24,69.1
06/02/2015,20.09,7.36,6.22,68.84
06/02/2015,20.11,7.36,6.2,68.67
06/02/2015,20.08,7.36,6.21,68.72
06/02/2015,20.1,7.36,6.22,68.85
06/02/2015,20.12,7.36,6.25,69.24
06/03/2015,20.12,7.36,6.24,69.12
06/03/2015,20.12,7.36,6.23,68.94
06/03/2015,20.1,7.36,6.21,68.76
06/03/2015,20.09,7.36,6.2,68.57
06/03/2015,20.05,7.36,6.2,68.53
06/03/2015,20.09,7.36,6.18,68.37
06/03/2015,20.1,7.36,6.16,68.22
06/03/2015,20.1,7.35,6.17,68.27
06/03/2015,20.07,7.35,6.16,68.14
06/03/2015,20.06,7.36,6.16,68.12
06/03/2015,20.04,7.35,6.16,68.07
06/03/2015,20.04,7.35,6.15,68.03
06/03/2015,20.08,7.35,6.14,67.94
06/03/2015,20.06,7.35,6.15,67.98
06/03/2015,20.06,7.35,6.14,67.88
06/03/2015,20.07,7.35,6.13,67.8
06/03/2015,20.02,7.35,6.13,67.77
06/03/2015,20.04,7.35,6.13,67.74
06/03/2015,20.04,7.35,6.12,67.69
06/03/2015,20.02,7.35,6.12,67.63
06/03/2015,20,7.35,6.13,67.69
06/03/2015,20,7.35,6.11,67.49
06/03/2015,20,7.35,6.1,67.35
06/03/2015,19.98,7.34,6.07,66.97
06/03/2015,19.97,7.34,6.09,67.25
06/03/2015,19.98,7.35,6.1,67.31
06/03/2015,19.97,7.35,6.1,67.37
06/03/2015,20.03,7.35,6.13,67.76
06/03/2015,20.12,7.35,6.13,67.91
06/03/2015,20.15,7.35,6.14,67.97
06/03/2015,20.18,7.35,6.15,68.2
06/03/2015,20.22,7.36,6.16,68.31
06/03/2015,20.31,7.35,6.16,68.41
06/03/2015,20.31,7.35,6.16,68.47
06/03/2015,20.31,7.35,6.16,68.41
06/03/2015,20.29,7.35,6.14,68.22
06/03/2015,20.28,7.35,6.16,68.39
06/03/2015,20.29,7.35,6.18,68.64
06/03/2015,20.3,7.35,6.19,68.78
06/03/2015,20.33,7.36,6.23,69.27
06/03/2015,20.4,7.36,6.27,69.75
06/03/2015,20.43,7.36,6.27,69.84
06/03/2015,20.42,7.36,6.22,69.26
06/03/2015,20.35,7.35,6.13,68.2
06/03/2015,20.36,7.35,6.16,68.5
06/03/2015,20.35,7.35,6.15,68.42
06/03/2015,20.36,7.35,6.2,68.97
06/03/2015,20.29,7.34,6.17,68.5
06/03/2015,20.3,7.35,6.18,68.69
06/03/2015,20.42,7.36,6.32,70.39
06/03/2015,20.5,7.36,6.38,71.12
06/03/2015,20.51,7.35,6.38,71.23
06/03/2015,20.55,7.35,6.41,71.53
06/03/2015,20.52,7.34,6.38,71.14
06/03/2015,20.47,7.34,6.35,70.83
06/03/2015,20.45,7.34,6.35,70.79
06/03/2015,20.41,7.34,6.29,70.02
06/03/2015,20.35,7.33,6.27,69.71
06/03/2015,20.3,7.33,6.22,69.11
06/03/2015,20.22,7.34,6.25,69.32
06/03/2015,20.16,7.33,6.16,68.29
06/03/2015,20.03,7.32,6.1,67.36
06/03/2015,19.94,7.32,6.09,67.12
06/03/2015,19.88,7.32,6.12,67.38
06/03/2015,19.85,7.32,6.09,67
06/03/2015,19.8,7.31,6.04,66.44
06/03/2015,19.77,7.31,6.03,66.31
06/03/2015,19.74,7.31,6.02,66.14
06/03/2015,19.73,7.31,6.01,66.03
06/03/2015,19.72,7.31,6,65.92
06/03/2015,19.7,7.31,5.98,65.66
06/03/2015,19.69,7.3,5.96,65.36
06/03/2015,19.65,7.31,5.95,65.24
06/03/2015,19.62,7.3,5.95,65.22
06/03/2015,,,,
06/03/2015,,,,
06/03/2015,,,,
06/03/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/04/2015,,,,
06/05/2015,19.91,7.27,6.04,66.53
06/05/2015,19.94,7.26,5.98,65.86
06/05/2015,20.21,7.28,6.13,67.9
06/05/2015,20.15,7.28,6.09,67.4
06/05/2015,20.17,7.27,6.07,67.19
06/05/2015,20.25,7.28,6.14,68.14
06/05/2015,20.21,7.28,6.09,67.44
06/05/2015,20.48,7.3,6.25,69.68
06/05/2015,20.5,7.29,6.22,69.37
06/05/2015,19.94,7.25,5.79,63.88
06/05/2015,20.42,7.29,6.19,68.93
06/05/2015,20.15,7.27,5.92,65.52
06/05/2015,20.18,7.26,5.85,64.75
06/05/2015,20.19,7.26,5.86,64.91
06/05/2015,19.91,7.27,6.03,66.39
06/05/2015,19.71,7.27,5.94,65.2
06/05/2015,19.93,7.27,6.04,66.59
06/03/2015,20.22,7.36,6.17,68.47
06/03/2015,20.24,7.35,6.16,68.36
06/03/2015,20.24,7.36,6.16,68.37
06/03/2015,20.25,7.36,6.17,68.5
06/03/2015,20.3,7.36,6.2,68.9
06/03/2015,20.33,7.36,6.22,69.2
06/03/2015,20.36,7.37,6.25,69.53
06/03/2015,20.37,7.37,6.26,69.69
06/03/2015,20.35,7.37,6.26,69.61
06/03/2015,20.31,7.36,6.24,69.3
06/03/2015,20.3,7.35,6.15,68.32
06/03/2015,20.29,7.34,6.09,67.7
06/03/2015,20.3,7.34,6.13,68.09
06/03/2015,20.32,7.35,6.19,68.78
06/05/2015,19.86,7.28,6.01,66.17
06/05/2015,19.9,7.28,6.09,67.07
06/05/2015,20,7.28,5.99,66.07
06/05/2015,,,,
06/05/2015,20.1,7.29,6.2,68.57
06/05/2015,,,,
06/05/2015,19.73,7.27,5.91,64.86
06/05/2015,19.96,7.27,5.93,65.35
06/05/2015,19.73,7.26,5.71,62.66
06/05/2015,19.77,7.26,5.83,64.08
06/05/2015,19.57,7.25,5.7,62.37
06/05/2015,,,,
06/05/2015,19.51,7.23,5.77,63.1
06/05/2015,19.3,7.23,5.89,64.15
06/05/2015,19.44,7.25,6.07,66.26
06/05/2015,19.3,7.24,5.98,65.08
06/05/2015,19.39,7.25,6.04,65.89
06/05/2015,19.37,7.26,6.09,66.36
06/05/2015,19.21,7.24,5.92,64.33
06/05/2015,19.27,7.25,6.08,66.11
06/05/2015,19.26,7.26,6.09,66.27
06/05/2015,19.28,7.25,6.09,66.27
06/05/2015,19.29,7.25,6.06,65.97
06/05/2015,19.37,7.25,5.94,64.69
06/05/2015,19.79,7.27,6.06,66.58
06/05/2015,19.89,7.25,5.96,65.64
06/05/2015,19.88,7.24,5.87,64.64
06/05/2015,19.85,7.24,5.84,64.3
06/05/2015,19.81,7.24,5.84,64.15
06/05/2015,19.78,7.24,5.81,63.84
06/05/2015,19.83,7.24,5.8,63.82
06/05/2015,19.81,7.24,5.79,63.68
06/05/2015,19.81,7.23,5.76,63.35
06/05/2015,19.78,7.23,5.77,63.36
06/06/2015,19.78,7.24,5.77,63.36
06/06/2015,19.78,7.23,5.81,63.8
06/06/2015,19.78,7.23,5.78,63.5
06/06/2015,19.8,7.23,5.81,63.91
06/06/2015,19.81,7.24,5.78,63.51
06/06/2015,19.86,7.23,5.75,63.28
06/06/2015,19.86,7.23,5.73,63.1
06/06/2015,19.84,7.23,5.74,63.14
06/06/2015,19.82,7.23,5.73,62.98
06/06/2015,19.79,7.23,5.73,63
06/06/2015,19.77,7.23,5.73,62.98
06/06/2015,19.74,7.23,5.75,63.15
06/06/2015,19.7,7.23,5.75,63.12
06/06/2015,19.69,7.23,5.73,62.87
06/06/2015,19.66,7.23,5.73,62.77
06/06/2015,19.65,7.22,5.61,61.47
06/06/2015,19.63,7.22,5.67,62.06
06/06/2015,19.6,7.22,5.58,61.13
06/06/2015,19.55,7.23,5.71,62.49
06/06/2015,19.53,7.22,5.64,61.7
06/06/2015,19.5,7.22,5.65,61.7
06/06/2015,19.46,7.23,5.67,61.89
06/06/2015,19.44,7.22,5.67,61.9
06/06/2015,19.42,7.22,5.67,61.88
06/06/2015,19.39,7.22,5.67,61.82
06/06/2015,19.34,7.23,5.72,62.29
06/06/2015,19.35,7.22,5.68,61.92
06/06/2015,19.33,7.21,5.66,61.59
06/06/2015,19.35,7.22,5.69,61.98
06/06/2015,19.31,7.23,5.82,63.35
06/06/2015,19.31,7.23,5.78,62.95
06/06/2015,19.29,7.23,5.79,63.03
06/06/2015,19.34,7.22,5.75,62.64
06/06/2015,19.39,7.23,5.77,62.91
06/06/2015,19.46,7.24,5.92,64.62
06/06/2015,19.5,7.26,6,65.6
06/06/2015,19.53,7.26,6.04,66.03
06/06/2015,19.4,7.23,5.76,62.82
06/06/2015,19.32,7.21,5.56,60.5
06/06/2015,19.34,7.22,5.68,61.88
06/06/2015,19.78,7.27,6.21,68.22
06/06/2015,19.88,7.28,6.29,69.19
06/06/2015,19.89,7.28,6.33,69.68
06/06/2015,19.89,7.28,6.31,69.48
06/06/2015,19.81,7.27,6.23,68.49
06/06/2015,19.5,7.25,6.01,65.68
06/06/2015,19.5,7.25,6,65.52
06/06/2015,19.66,7.24,5.91,64.78
06/06/2015,19.62,7.25,5.96,65.3
06/06/2015,19.72,7.26,6.12,67.19
06/06/2015,19.54,7.25,6.07,66.4
06/06/2015,19.33,7.24,5.94,64.71
06/06/2015,19.21,7.24,5.94,64.49
06/06/2015,19.16,7.24,5.93,64.38
06/06/2015,19.26,7.24,5.98,64.96
06/06/2015,19.6,7.24,6.03,65.98
06/06/2015,19.69,7.25,6.03,66.1
06/06/2015,19.6,7.25,6.1,66.73
06/06/2015,19.77,7.25,6,65.9
06/06/2015,19.65,7.25,6.02,65.94
06/06/2015,19.79,7.27,6.21,68.23
06/06/2015,19.86,7.28,6.28,69.09
06/06/2015,19.9,7.28,6.37,70.16
06/06/2015,19.91,7.27,6.3,69.36
06/06/2015,19.94,7.29,6.39,70.41
06/06/2015,19.91,7.28,6.32,69.56
06/06/2015,19.92,7.27,6.27,69.1
06/06/2015,19.9,7.25,6.06,66.71
06/06/2015,19.84,7.26,6.13,67.47
06/06/2015,19.75,7.25,6.03,66.23
06/06/2015,19.48,7.24,6.07,66.29
06/06/2015,19.47,7.23,5.97,65.18
06/06/2015,19.43,7.23,6.06,66.16
06/06/2015,19.52,7.23,6.18,67.54
06/06/2015,19.56,7.25,6.17,67.5
06/06/2015,19.6,7.26,6.2,67.81
06/06/2015,19.59,7.26,6.25,68.38
06/06/2015,19.59,7.25,6.17,67.55
06/06/2015,19.59,7.26,6.16,67.45
06/06/2015,19.57,7.25,6.26,68.49
06/06/2015,19.6,7.27,6.34,69.36
06/06/2015,19.59,7.26,6.34,69.37
06/06/2015,19.59,7.26,6.31,69.07
06/06/2015,19.57,7.25,6.31,68.99
06/06/2015,19.57,7.25,6.26,68.45
06/06/2015,19.55,7.25,6.24,68.24
06/06/2015,19.52,7.24,6.12,66.87
06/06/2015,19.51,7.24,6.13,67.01
06/06/2015,19.51,7.24,6.07,66.32
06/06/2015,19.52,7.23,6.07,66.3
06/06/2015,19.51,7.23,6.01,65.65
06/07/2015,19.21,7.22,5.84,63.43
06/07/2015,19.2,7.22,5.87,63.72
06/07/2015,19.2,7.22,5.87,63.69
06/07/2015,19.15,7.22,5.9,63.94
06/07/2015,19.14,7.21,5.78,62.68
06/07/2015,19.14,7.22,5.89,63.84
06/07/2015,19.12,7.22,5.89,63.8
06/07/2015,19.11,7.22,5.89,63.8
06/07/2015,19.13,7.22,5.9,64
06/07/2015,19.13,7.22,5.89,63.91
06/07/2015,19.15,7.22,5.91,64.08
06/07/2015,19.18,7.22,5.92,64.24
06/07/2015,19.22,7.22,5.96,64.75
06/07/2015,19.24,7.22,5.94,64.53
06/07/2015,19.24,7.23,5.97,64.92
06/07/2015,19.28,7.23,5.99,65.15
06/07/2015,19.3,7.23,6,65.3
06/07/2015,19.33,7.24,6.02,65.57
06/07/2015,19.34,7.24,6.06,65.95
06/07/2015,19.38,7.24,6.08,66.2
06/07/2015,19.36,7.24,6.12,66.65
06/07/2015,19.35,7.25,6.18,67.25
06/07/2015,19.37,7.24,6.16,67.11
06/07/2015,19.36,7.24,6.13,66.83
06/07/2015,19.42,7.25,6.19,67.52
06/07/2015,19.64,7.26,6.33,69.35
06/07/2015,19.75,7.26,6.31,69.3
06/07/2015,19.69,7.25,6.29,68.98
06/07/2015,19.67,7.25,6.31,69.17
06/07/2015,19.73,7.25,6.32,69.36
06/07/2015,19.85,7.29,6.65,73.15
06/07/2015,19.78,7.29,6.64,72.97
06/07/2015,19.79,7.29,6.66,73.18
06/07/2015,19.78,7.29,6.66,73.16
06/07/2015,19.86,7.29,6.64,73.03
06/07/2015,20.13,7.28,6.68,73.89
06/07/2015,20.07,7.29,6.73,74.33
06/07/2015,20.05,7.3,6.75,74.54
06/07/2015,20.12,7.3,6.79,75.05
06/07/2015,20.02,7.3,6.72,74.19
06/07/2015,20.14,7.29,6.69,74.01
06/07/2015,20.13,7.3,6.7,74.05
06/07/2015,20.12,7.31,6.76,74.74
06/07/2015,20.11,7.3,6.74,74.54
06/07/2015,20.13,7.32,6.84,75.64
06/07/2015,20.26,7.31,6.78,75.13
06/07/2015,20.27,7.3,6.67,73.97
06/07/2015,20.3,7.3,6.71,74.49
06/07/2015,20.12,7.26,6.32,69.9
06/07/2015,20.27,7.31,6.81,75.52
06/07/2015,19.99,7.31,6.74,74.3
06/07/2015,19.85,7.29,6.59,72.46
06/07/2015,19.82,7.29,6.54,71.85
06/07/2015,19.82,7.28,6.47,71.13
06/07/2015,19.81,7.28,6.43,70.67
06/07/2015,20.02,7.28,6.45,71.16
06/07/2015,19.82,7.26,6.26,68.78
06/07/2015,19.84,7.25,6.25,68.76
06/07/2015,19.8,7.28,6.5,71.45
06/07/2015,19.68,7.27,6.41,70.26
06/07/2015,19.73,7.28,6.47,71.02
06/07/2015,19.74,7.28,6.54,71.81
06/07/2015,19.71,7.28,6.51,71.38
06/07/2015,19.66,7.29,6.66,72.96
06/07/2015,19.77,7.31,6.78,74.47
06/07/2015,19.75,7.3,6.76,74.22
06/07/2015,19.72,7.3,6.74,73.98
06/07/2015,19.73,7.3,6.73,73.83
06/07/2015,19.68,7.29,6.68,73.26
06/07/2015,19.74,7.29,6.67,73.23
06/07/2015,19.72,7.29,6.67,73.14
06/07/2015,19.68,7.29,6.63,72.7
06/07/2015,19.62,7.29,6.61,72.42
06/07/2015,19.6,7.29,6.58,72.05
06/07/2015,19.58,7.29,6.57,71.92
06/07/2015,19.57,7.29,6.57,71.82
06/07/2015,19.55,7.29,6.57,71.84
06/07/2015,19.53,7.28,6.55,71.64
06/07/2015,19.47,7.29,6.56,71.65
06/07/2015,19.46,7.28,6.5,70.94
06/07/2015,19.47,7.28,6.54,71.37
06/08/2015,19.41,7.29,6.56,71.49
06/08/2015,19.43,7.28,6.52,71.12
06/08/2015,19.41,7.28,6.53,71.26
06/08/2015,19.41,7.28,6.52,71.04
06/08/2015,19.39,7.28,6.52,71.04
06/08/2015,19.39,7.28,6.51,70.91
06/08/2015,19.37,7.28,6.51,70.93
06/08/2015,19.36,7.28,6.52,70.97
06/08/2015,19.32,7.28,6.51,70.89
06/08/2015,19.35,7.28,6.5,70.75
06/08/2015,19.31,7.28,6.48,70.53
06/08/2015,19.34,7.28,6.46,70.32
06/08/2015,19.33,7.29,6.54,71.14
06/08/2015,19.33,7.28,6.49,70.69
06/08/2015,19.32,7.28,6.52,70.97
06/08/2015,19.32,7.28,6.5,70.72
06/08/2015,19.31,7.28,6.47,70.42
06/08/2015,19.28,7.28,6.47,70.33
06/08/2015,19.3,7.29,6.6,71.82
06/08/2015,19.32,7.3,6.64,72.28
06/08/2015,19.32,7.3,6.67,72.62
06/08/2015,19.31,7.3,6.67,72.62
06/08/2015,19.31,7.3,6.69,72.83
06/08/2015,19.32,7.3,6.66,72.49
06/06/2015,19.52,7.23,5.99,65.42
06/06/2015,19.52,7.22,5.96,65.08
06/06/2015,19.5,7.23,5.96,65.14
06/06/2015,19.48,7.23,5.96,65.07
06/06/2015,19.49,7.22,5.95,64.98
06/07/2015,19.47,7.22,5.93,64.73
06/07/2015,19.46,7.22,5.93,64.77
06/07/2015,19.44,7.22,5.91,64.49
06/07/2015,19.41,7.22,5.89,64.26
06/07/2015,19.41,7.22,5.91,64.38
06/07/2015,,,,
06/07/2015,19.37,7.22,5.92,64.46
06/07/2015,19.36,7.22,5.85,63.78
06/07/2015,19.35,7.21,5.8,63.11
06/07/2015,19.32,7.21,5.84,63.52
06/07/2015,19.32,7.21,5.76,62.68
06/07/2015,19.28,7.22,5.84,63.49
06/07/2015,19.27,7.21,5.78,62.83
06/07/2015,19.25,7.21,5.83,63.32
06/07/2015,19.24,7.21,5.79,62.87
06/08/2015,,,,
06/08/2015,19.42,7.31,6.8,74.19
06/08/2015,19.4,7.31,6.8,74.08
06/08/2015,19.4,7.32,6.8,74.17
06/08/2015,19.42,7.31,6.81,74.21
06/08/2015,19.45,7.33,6.86,74.84
06/08/2015,19.47,7.32,6.86,74.93
06/08/2015,19.5,7.33,6.9,75.39
06/08/2015,19.58,7.33,6.92,75.71
06/08/2015,19.64,7.34,6.97,76.37
06/08/2015,19.66,7.34,6.98,76.53
06/08/2015,19.66,7.35,7.03,77
06/08/2015,19.64,7.35,7.01,76.79
06/08/2015,19.63,7.34,7.01,76.79
06/08/2015,19.71,7.36,7.1,77.88
06/08/2015,19.77,7.36,7.17,78.71
06/08/2015,19.71,7.36,7.14,78.33
06/08/2015,19.7,7.36,7.17,78.6
06/08/2015,19.72,7.37,7.24,79.47
06/08/2015,19.74,7.37,7.27,79.73
06/08/2015,19.74,7.39,7.37,80.86
06/08/2015,19.76,7.38,7.35,80.68
06/08/2015,19.76,7.4,7.42,81.46
06/08/2015,19.77,7.4,7.44,81.69
06/08/2015,,,,
06/08/2015,19.77,7.41,7.49,82.29
06/08/2015,19.79,7.41,7.52,82.59
06/08/2015,19.87,7.41,7.52,82.79
06/08/2015,19.92,7.42,7.62,83.97
06/08/2015,19.96,7.43,7.6,83.76
06/08/2015,19.97,7.44,7.63,84.1
06/08/2015,20.14,7.45,7.71,85.32
06/08/2015,20.15,7.44,7.64,84.56
06/08/2015,20.12,7.43,7.58,83.86
06/08/2015,20.14,7.44,7.64,84.53
06/08/2015,20.27,7.46,7.75,85.99
06/08/2015,20.26,7.45,7.74,85.85
06/08/2015,20.28,7.46,7.76,86.08
06/08/2015,20.34,7.48,7.87,87.37
06/08/2015,20.31,7.48,7.85,87.19
06/08/2015,20.41,7.5,7.99,88.9
06/08/2015,20.4,7.49,7.96,88.51
06/08/2015,20.38,7.48,7.91,87.91
06/08/2015,20.39,7.49,7.93,88.16
06/08/2015,20.4,7.5,7.99,88.83
06/08/2015,20.34,7.47,7.83,86.98
06/08/2015,20.36,7.48,7.92,88.03
06/08/2015,20.33,7.49,7.93,88.09
06/08/2015,20.33,7.47,7.85,87.2
06/08/2015,20.32,7.47,7.85,87.12
06/08/2015,20.31,7.46,7.79,86.46
06/08/2015,20.31,7.46,7.76,86.13
06/08/2015,20.29,7.45,7.74,85.94
06/08/2015,20.29,7.45,7.72,85.63
06/08/2015,20.41,7.45,7.69,85.5
06/08/2015,20.4,7.45,7.69,85.5
06/08/2015,20.4,7.44,7.67,85.34
06/08/2015,20.4,7.45,7.67,85.34
06/08/2015,20.39,7.44,7.67,85.31
06/08/2015,20.39,7.45,7.67,85.27
06/08/2015,20.38,7.45,7.67,85.26
06/08/2015,20.52,7.44,7.69,85.7
06/08/2015,20.52,7.45,7.69,85.73
06/08/2015,20.55,7.44,7.7,85.86
06/08/2015,20.55,7.44,7.68,85.7
06/08/2015,20.56,7.44,7.65,85.37
06/08/2015,20.55,7.43,7.64,85.25
06/08/2015,20.6,7.43,7.64,85.33
06/08/2015,20.56,7.44,7.67,85.57
06/08/2015,20.61,7.44,7.66,85.6
06/08/2015,20.6,7.43,7.64,85.29
06/08/2015,20.58,7.43,7.62,85.09
06/09/2015,20.57,7.43,7.64,85.3
06/09/2015,20.64,7.44,7.69,85.93
06/09/2015,20.66,7.44,7.68,85.88
06/09/2015,20.66,7.44,7.69,85.96
06/09/2015,20.67,7.45,7.71,86.18
06/09/2015,20.67,7.44,7.69,86.04
06/09/2015,20.68,7.44,7.65,85.56
06/09/2015,20.66,7.44,7.66,85.6
06/09/2015,20.66,7.43,7.62,85.19
06/09/2015,20.65,7.43,7.62,85.16
06/09/2015,20.65,7.43,7.63,85.31
06/09/2015,20.64,7.43,7.63,85.23
06/09/2015,20.64,7.42,7.54,84.28
06/09/2015,20.63,7.42,7.49,83.7
06/09/2015,20.62,7.41,7.46,83.38
06/09/2015,20.62,7.42,7.56,84.41
06/09/2015,,,,
06/09/2015,20.65,7.44,7.65,85.57
